Date,Close,High,Low,Open,Volume
2025-04-21,227.89210510253906,230.69857661984034,225.25480150653433,229.52424145918462,8716200
2025-04-22,234.46044921875,234.8585405116524,230.26068098881774,230.86775692306756,10701400
2025-04-23,239.72509765625,245.60675042283196,238.84931198623212,239.0682584037366,14126800
2025-04-24,243.46705627441406,244.29307860524065,236.44090835427102,238.59055573191884,9055200
2025-04-25,242.38229370117188,244.44236111433239,240.5909208295343,243.477010599773,8588600
2025-04-28,242.0538787841797,245.65651777314966,239.68528487529596,243.3874504868157,7394300
2025-04-29,243.44715881347656,244.0741431231028,240.53121405629705,241.02881679457045,7216800
2025-04-30,243.44715881347656,244.0442881736568,237.286834483951,240.05351967953112,12991700
2025-05-01,245.70626831054688,247.258786353575,241.00889746026036,241.67568327691322,8689600
2025-05-02,251.29933166503906,252.4040103613177,248.2639670829103,250.0553248082222,7165000
2025-05-05,251.34909057617188,253.93663086730422,249.38853458930066,249.97570217088762,5450700
2025-05-06,248.05496215820312,251.43865466504587,247.80616079194616,248.80136625697406,6369900
2025-05-07,248.1942901611328,251.23961645251856,247.6369775307655,248.65209135643752,8724100
2025-05-08,252.25473022460938,254.653179037873,250.3439375556287,250.3638459168891,8320100
2025-05-09,251.86660766601562,254.2849497217852,251.130150135318,253.2797976419781,5087600
2025-05-12,258.80316162109375,262.33615914353067,257.4596585787861,261.63950318945587,9603900
2025-05-13,261.7489929199219,262.40583215594387,259.14155952227264,259.7784752118559,8589000
2025-05-14,264.36639404296875,265.3615995069981,261.03244966421823,261.73903703972616,8643100
2025-05-15,266.2074890136719,268.22775480853,263.4905976451181,265.6899931271043,9214600
2025-05-16,266.27716064453125,267.1728394513035,263.44081911370307,266.2174507488304,8932900
2025-05-19,263.6100158691406,267.03352493533146,260.6741477387632,264.27678649101705,12145000
2025-05-20,264.40618896484375,265.3815012848607,261.0423895279866,261.2613359520205,8436300
2025-05-21,259.7884521484375,264.3763349238983,259.4799408732281,263.082579922779,7464000
2025-05-22,259.42022705078125,261.04238647892464,257.62883895562896,258.19611337099025,6514100
2025-05-23,259.46002197265625,260.73388382025087,254.7726124890187,255.5787265285213,6671800
2025-05-27,264.01806640625,264.0279978084463,260.73387014784373,260.7836486438675,7506600
2025-05-28,262.2266845703125,265.4412092333447,261.63951697637066,264.9634996649843,5535400
2025-05-29,263.10247802734375,264.1375002703833,261.2713035181273,263.5304091111322,5081200
2025-05-30,262.7342529296875,264.057862886016,261.47035287386933,262.18690205125534,10977700
2025-06-02,263.3910827636719,263.75930392737183,260.644305953624,261.7589312182056,6011200
2025-06-03,264.99334716796875,265.30185843117926,261.61961644821946,262.46554716432524,6998400
2025-06-04,262.95318603515625,265.83927577491863,262.9133693130791,264.64504745394464,5915700
2025-06-05,260.694091796875,263.4706932630997,259.06194020541,263.4706932630997,8173800
2025-06-06,264.4559631347656,265.37153516846195,262.99300986431126,263.0626511657531,7738100
2025-06-09,265.4610900878906,266.6155320460647,262.0873594299272,264.7246477790378,8285000
2025-06-10,267.31219482421875,267.6107443161649,264.57537978675634,264.60523473595094,7538100
2025-06-11,266.8643493652344,268.32730266845346,264.51567895803186,267.39180706659846,7434100
2025-06-12,266.95391845703125,267.00369695569367,263.86880564792295,265.58052998264776,6618000
2025-06-13,263.6796875,265.7397396319499,261.4504067124717,263.80903869240996,7098300
2025-06-16,269.063720703125,270.42717762989383,265.5705703582536,265.7198450958534,8566000
2025-06-17,268.2277526855469,269.2926297693676,266.5159981558218,266.88424967146057,6739300
2025-06-18,272.646484375,276.3884666928138,268.4268228651323,268.7054791842507,9586400
2025-06-20,273.6814880371094,275.9704483340071,272.4971911682662,274.2487624105066,13969700
2025-06-23,276.9358215332031,277.214477856322,270.80535205332694,273.7412204054367,8094600
2025-06-24,279.9114990234375,281.3545287260588,278.1698894583265,278.86651506161456,9267900
2025-06-25,282.69805908203125,282.9170054969541,279.5631679734277,280.1503355472526,6826900
2025-06-26,287.3655700683594,288.0224093016382,283.1060920108545,283.3350001951252,8942100
2025-06-27,285.7334289550781,287.31583238485587,283.67337670682673,284.4396739878663,17868600
2025-06-30,288.52001953125,291.24687278209086,287.5347758413133,289.0076604894998,12689200
2025-07-01,289.0176086425781,289.7341577572893,285.2159166625477,289.4953181761386,9338300
2025-07-02,290.6000061035156,291.4160819029091,288.3110456012049,290.63982282748304,8158700
2025-07-03,296.0,296.3999938964844,291.2099914550781,292.1499938964844,6541600
2025-07-07,291.9700012207031,296.0400085449219,290.0799865722656,295.25,8825700
2025-07-08,282.7799987792969,289.70001220703125,280.30999755859375,289.2699890136719,15440900
2025-07-09,283.1600036621094,287.20001220703125,282.4800109863281,287.17999267578125,11273800
2025-07-10,288.19000244140625,288.30999755859375,283.0,283.0,8410900
2025-07-11,286.8599853515625,287.3800048828125,283.6499938964844,285.5199890136719,7384700
2025-07-14,288.70001220703125,289.29998779296875,285.260009765625,287.07000732421875,9079900
2025-07-15,286.54998779296875,291.95001220703125,285.4800109863281,288.0,12526100
2025-07-16,285.82000732421875,290.7300109863281,283.010009765625,288.3999938964844,9979800
2025-07-17,289.8999938964844,290.29998779296875,283.44000244140625,283.44000244140625,8509500
2025-07-18,291.2699890136719,292.5,288.2300109863281,289.5199890136719,12217000
2025-07-21,290.9700012207031,294.17999267578125,290.5799865722656,291.0,7898100
2025-07-22,291.42999267578125,293.6300048828125,289.17999267578125,291.5,6717500
2025-07-23,296.760009765625,296.989990234375,292.54998779296875,292.8399963378906,7083500
2025-07-24,296.54998779296875,299.5899963378906,296.20001220703125,297.4200134277344,7001200
2025-07-25,298.6199951171875,298.8999938964844,295.9599914550781,296.70001220703125,5918500
2025-07-28,298.2799987792969,299.42999267578125,296.82000732421875,297.6600036621094,5840400
2025-07-29,297.0400085449219,301.2900085449219,296.20001220703125,300.0,7635700
2025-07-30,299.6300048828125,300.6099853515625,297.3800048828125,297.4200134277344,8061700
2025-07-31,296.239990234375,300.9800109863281,295.5,299.1400146484375,14749700
2025-08-01,289.3699951171875,291.79998779296875,284.239990234375,290.3999938964844,12007100
2025-08-04,294.260009765625,294.32000732421875,290.260009765625,290.260009765625,6649500
2025-08-05,291.3699951171875,295.7900085449219,287.239990234375,294.69000244140625,7182300
2025-08-06,291.3500061035156,293.2900085449219,290.1600036621094,292.29998779296875,6330200
2025-08-07,286.94000244140625,293.4599914550781,286.4100036621094,292.94000244140625,8057100
2025-08-08,288.760009765625,291.2300109863281,284.7099914550781,288.9800109863281,6634100
2025-08-11,289.55999755859375,291.32000732421875,288.7799987792969,289.3999938964844,5510100
2025-08-12,292.8500061035156,294.75,290.3399963378906,291.5,8570900
2025-08-13,290.5299987792969,294.54998779296875,287.1600036621094,293.95001220703125,8420400
2025-08-14,294.1600036621094,294.20001220703125,289.6400146484375,290.5799865722656,6322400
2025-08-15,290.489990234375,295.5,289.82000732421875,294.8399963378906,7340500
2025-08-18,291.5299987792969,291.8999938964844,288.4100036621094,290.0,5386900
2025-08-19,290.6600036621094,292.4800109863281,289.5299987792969,290.8299865722656,6031500
2025-08-20,292.239990234375,293.3299865722656,287.2699890136719,290.80999755859375,7374200
2025-08-21,291.4700012207031,292.7699890136719,289.4700012207031,291.94000244140625,6624000
2025-08-22,296.239990234375,297.1600036621094,290.1300048828125,293.20001220703125,8552800
2025-08-25,294.8999938964844,297.3500061035156,294.1400146484375,296.239990234375,5856300
2025-08-26,298.57000732421875,298.739990234375,293.5,294.1600036621094,6714700
2025-08-27,299.2799987792969,301.07000732421875,297.0400085449219,297.25,6056500
2025-08-28,301.07000732421875,301.239990234375,298.70001220703125,300.0199890136719,6410500
2025-08-29,301.4200134277344,302.95001220703125,299.7300109863281,302.0400085449219,6796400
2025-09-02,299.70001220703125,300.4599914550781,294.5,300.260009765625,7221900
2025-09-03,299.510009765625,300.57000732421875,296.3800048828125,300.57000732421875,6316900
2025-09-04,303.82000732421875,304.42999267578125,298.2799987792969,300.0,6605800
2025-09-05,294.3800048828125,305.1499938964844,294.30999755859375,303.6499938964844,9837700
2025-09-08,292.9100036621094,296.4599914550781,291.44000244140625,294.8900146484375,8188500
2025-09-09,297.8500061035156,299.0,292.30999755859375,292.6000061035156,7848200
2025-09-10,300.5400085449219,301.5400085449219,295.3999938964844,296.70001220703125,7787300
2025-09-11,305.55999755859375,305.7300109863281,300.7900085449219,301.239990234375,7942500
2025-09-12,306.9100036621094,307.54998779296875,303.70001220703125,305.0,6846700
2025-09-15,308.8999938964844,309.95001220703125,307.1700134277344,307.1700134277344,7122000
2025-09-16,309.19000244140625,310.8999938964844,307.1300048828125,310.0,10525600
2025-09-17,311.75,312.9100036621094,308.7699890136719,310.3900146484375,8657800
2025-09-18,313.2300109863281,313.44000244140625,309.6099853515625,311.7900085449219,8050700
2025-09-19,314.7799987792969,315.79998779296875,309.1199951171875,313.6000061035156,23568600
2025-09-22,312.44000244140625,313.70001220703125,309.55999755859375,309.79998779296875,7520200
2025-09-23,312.739990234375,316.30999755859375,310.5799865722656,311.82000732421875,8584400
2025-09-24,313.4200134277344,316.5799865722656,311.6700134277344,314.04998779296875,7310500
2025-09-25,313.45001220703125,315.6499938964844,311.79998779296875,314.1199951171875,7083200
2025-09-26,316.05999755859375,317.80999755859375,313.70001220703125,314.8999938964844,7258100
2025-09-29,315.69000244140625,318.010009765625,313.6600036621094,317.05999755859375,6462400
2025-09-30,315.42999267578125,317.4100036621094,310.1099853515625,316.25,11823300
2025-10-01,310.7099914550781,314.5899963378906,307.4100036621094,313.9700012207031,9235200
2025-10-02,307.54998779296875,310.55999755859375,306.1400146484375,310.0,7600000
2025-10-03,310.0299987792969,311.6600036621094,308.2099914550781,308.510009765625,6022600
